Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,stat_inf_class,eigencentrality
yohanzanggyx7559tahan,yohanzanggyx7559tahan,1,0,1,0,0,0,0,240,276,0.002837
YuTupe-n9o,YuTupe-n9o,0,1,1,1,1,1,0,240,276,0
motretdewe2607,motretdewe2607,0,1,1,1,1,1,0,240,276,0
vaandalism,vaandalism,0,2,2,1,1,1,0,240,276,0
nusajati9778,nusajati9778,0,1,1,1,1,1,0,240,276,0
estherchandra1817,estherchandra1817,0,1,1,1,1,1,0,240,276,0
FachriAchmad,FachriAchmad,0,1,1,1,1,1,0,240,276,0
mutiasari645,mutiasari645,0,1,1,1,1,1,0,240,276,0
coffee.candysugar,coffee.candysugar,1,2,3,1,1,1,0,240,276,0.002837
glng-11Karena,glng-11Karena,1,0,1,0,0,0,0,240,276,0.003875
arudinarudin5064,arudinarudin5064,0,1,1,1,1,1,0,240,276,0
imamastoki1192,imamastoki1192,1,3,4,3,0.45,0.5,0.000003,240,276,0.002837
yohanzanggyx7559demobboleh,yohanzanggyx7559demobboleh,1,0,1,0,0,0,0,240,276,0.003875
SegelasJahe,SegelasJahe,0,1,1,1,1,1,0,240,276,0
geraldyulianto1825,geraldyulianto1825,0,1,1,1,1,1,0,240,276,0
herminadisnawati1425,herminadisnawati1425,0,1,1,1,1,1,0,240,276,0
mohdanar7580,mohdanar7580,0,2,2,1,1,1,0,240,276,0
glng-11kan,glng-11kan,1,0,1,0,0,0,0,240,276,0.002837
psycho-bn4pf,psycho-bn4pf,0,1,1,1,1,1,0,240,276,0
boxed_fear5558,boxed_fear5558,0,1,1,1,1,1,0,240,276,0
Alauddin-2025-graduatedtolol,Alauddin-2025-graduatedtolol,1,0,1,0,0,0,0,110,276,0.002837
Quoraly,Quoraly,0,2,2,4,0.321839,0.366071,0,240,276,0
rdhion,rdhion,1,0,1,0,0,0,0,240,276,0.00433
megamino93,megamino93,2,2,4,2,0.529412,0.555556,0,240,276,0.009938
rekamapaan,rekamapaan,1,0,1,0,0,0,0,240,276,0.00433
Restu29,Restu29,0,2,2,3,0.571429,0.708333,0,304,276,0
andikawaratama826,andikawaratama826,1,0,1,0,0,0,0,304,276,0.002837
MittaFarhat,MittaFarhat,0,1,1,1,1,1,0,240,276,0
Mrsems-e7h,Mrsems-e7h,2,0,2,0,0,0,0,240,276,0.007167
komodobukanbuaya9202,komodobukanbuaya9202,1,0,1,0,0,0,0,240,276,0.00433
agungmaulana3052,agungmaulana3052,1,0,1,0,0,0,0,240,276,0.00433
FadhliIhsan14,FadhliIhsan14,1,0,1,0,0,0,0,240,276,0.00433
AhmadEfendi-fm7rs,AhmadEfendi-fm7rs,0,5,5,2,0.777778,0.857143,0,271,276,0
AllfastdoTherapeace,AllfastdoTherapeace,1,0,1,0,0,0,0,271,276,0.002837
promags9843,promags9843,1,0,1,0,0,0,0,271,276,0.002837
rhintosustono1712,rhintosustono1712,2,0,2,0,0,0,0,233,276,0.015207
hjmezzi3182,hjmezzi3182,0,2,2,2,0.75,0.833333,0,286,276,0
helpgold,helpgold,2,2,4,1,1,1,0,286,276,0.008176
hjmezzi3182negara,hjmezzi3182negara,1,0,1,0,0,0,0,286,276,0.005339
NyonyaTimur-q1l,NyonyaTimur-q1l,0,1,1,1,1,1,0,241,222,0
tommygun3339,tommygun3339,1,0,1,0,0,0,0,241,222,0.002837
vanrat12,vanrat12,0,1,1,1,1,1,0,242,223,0
yogisalbi15,yogisalbi15,1,0,1,0,0,0,0,242,223,0.002837
Fachrurozi-d4l,Fachrurozi-d4l,0,1,1,1,1,1,0,243,224,0
AmperA-BanteN,AmperA-BanteN,1,0,1,0,0,0,0,243,224,0.002837
mznit1127,mznit1127,1,1,2,0,0,0,0,244,225,0.004088
asaaa31.,asaaa31.,0,1,1,1,1,1,0,245,226,0
sairhc1694,sairhc1694,1,0,1,0,0,0,0,245,226,0.002837
777song-b9s,777song-b9s,0,3,3,2,0.615385,0.6875,0,289,276,0
Myn1988,Myn1988,4,5,9,1,1,1,0.000001,188,276,0.016352
777song-b9sbukan,777song-b9sbukan,1,0,1,0,0,0,0,188,276,0.007841
EdiIscombel-oi9ij,EdiIscombel-oi9ij,0,5,5,2,0.692308,0.777778,0,188,276,0
Myn1988sebut,Myn1988sebut,1,0,1,0,0,0,0,188,276,0.002837
EdiIscombel-oi9ijga,EdiIscombel-oi9ijga,1,0,1,0,0,0,0,188,276,0.007841
Myn1988walawe,Myn1988walawe,1,0,1,0,0,0,0,188,276,0.002837
EdiIscombel-oi9ijngeri,EdiIscombel-oi9ijngeri,1,0,1,0,0,0,0,188,276,0.007841
777song-b9ssiapa,777song-b9ssiapa,1,0,1,0,0,0,0,188,276,0.002837
local4125,local4125,0,1,1,1,1,1,0,246,227,0
IrpanKonter,IrpanKonter,1,0,1,0,0,0,0,246,227,0.002837
Ujungwaktu212,Ujungwaktu212,0,1,1,2,0.666667,0.75,0,304,276,0
Genshizuka,Genshizuka,7,2,9,1,1,1,0.000002,304,276,0.041579
Ujungwaktu212ituu,Ujungwaktu212ituu,1,0,1,0,0,0,0,304,276,0.004088
aditiaputrakurniawan7173,aditiaputrakurniawan7173,0,5,5,2,0.857143,0.916667,0,304,276,0
Ujungwaktu212kamu,Ujungwaktu212kamu,1,0,1,0,0,0,0,304,276,0.002837
alvinariefandi211benar.,alvinariefandi211benar.,1,0,1,0,0,0,0,304,276,0.002837
Camp168-GA,Camp168-GA,0,3,3,2,0.8,0.875,0,304,276,0
Camp168-GAmasalah,Camp168-GAmasalah,1,0,1,0,0,0,0,304,276,0.002837
aditiaputrakurniawan7173didengar,aditiaputrakurniawan7173didengar,1,0,1,0,0,0,0,304,276,0.002837
Camp168-GAkamu,Camp168-GAkamu,1,0,1,0,0,0,0,304,276,0.002837
aditiaputrakurniawan7173saya,aditiaputrakurniawan7173saya,1,0,1,0,0,0,0,304,276,0.002837
aditiaputrakurniawan7173tujuan,aditiaputrakurniawan7173tujuan,1,0,1,0,0,0,0,304,276,0.013773
wiyonowiyono6350,wiyonowiyono6350,0,1,1,2,0.666667,0.75,0,247,276,0
Alqoyimofficial,Alqoyimofficial,23,1,24,1,1,1,0.000004,247,276,0.082485
MesinScience,MesinScience,0,1,1,2,0.666667,0.75,0,247,276,0
Bocilgaming-p8c,Bocilgaming-p8c,0,2,2,2,0.75,0.833333,0,247,276,0
khairul0901bajer,khairul0901bajer,1,0,1,0,0,0,0,247,276,0.002837
nettyherawaty7446,nettyherawaty7446,0,1,1,2,0.666667,0.75,0,247,276,0
Grazee.,Grazee.,0,2,2,2,0.75,0.833333,0,247,276,0
khairul0901jokowi,khairul0901jokowi,1,0,1,0,0,0,0,247,276,0.002837
ime22kaka,ime22kaka,0,2,2,2,0.75,0.833333,0,247,276,0
khairul0901ada,khairul0901ada,1,0,1,0,0,0,0,247,276,0.002837
JonKomen,JonKomen,0,1,1,2,0.666667,0.75,0,247,276,0
JoniYesPapa-dd3lb,JoniYesPapa-dd3lb,2,1,3,2,0.666667,0.75,0,247,276,0.005674
CeritaPendekKu75,CeritaPendekKu75,0,2,2,2,0.75,0.833333,0,247,276,0
khairul0901anjing,khairul0901anjing,1,0,1,0,0,0,0,247,276,0.002837
fayfatwa9990,fayfatwa9990,0,2,2,3,0.545455,0.638889,0,247,276,0
zezein3432,zezein3432,0,3,3,3,0.583333,0.690476,0,247,276,0
mrizki9540,mrizki9540,0,2,2,2,0.75,0.833333,0,247,276,0
khairul0901diem,khairul0901diem,1,0,1,0,0,0,0,247,276,0.002837
mrizki9540pulangkan,mrizki9540pulangkan,1,0,1,0,0,0,0,247,276,0.005952
muhammadbayuajipamungkas2396,muhammadbayuajipamungkas2396,0,2,2,2,0.75,0.833333,0,247,276,0
Alauddin-2025-graduatedapa,Alauddin-2025-graduatedapa,1,0,1,0,0,0,0,247,276,0.002837
JeffryArt,JeffryArt,0,2,2,2,0.75,0.833333,0,247,276,0
khairul0901dongo,khairul0901dongo,1,0,1,0,0,0,0,247,276,0.002837
rioridho4767,rioridho4767,1,3,4,2,0.666667,0.75,0.000001,289,276,0.002837
ismail_soekarnopoetra,ismail_soekarnopoetra,0,2,2,3,0.545455,0.638889,0,247,276,0
semuaakantahu15,semuaakantahu15,0,2,2,2,0.75,0.833333,0,247,276,0
Alauddin-2025-graduatedreport,Alauddin-2025-graduatedreport,1,0,1,0,0,0,0,247,276,0.002837
danisurya43,danisurya43,0,1,1,1,1,1,0,188,276,0
romanfaiz4655,romanfaiz4655,2,0,2,0,0,0,0,188,276,0.010678
top_loserrr1221,top_loserrr1221,0,1,1,1,1,1,0,233,276,0
arjuhidayaturrohman2431,arjuhidayaturrohman2431,4,0,4,0,0,0,0,233,276,0.020882
logicalanonymous7931,logicalanonymous7931,0,1,1,1,1,1,0,233,276,0
가브·리엘,가브·리엘,0,3,3,1,1,1,0,248,228,0
badutpsikopet2593,badutpsikopet2593,1,0,1,0,0,0,0,248,228,0.002837
creatircreatoramatir,creatircreatoramatir,0,1,1,1,1,1,0,248,228,0
muhammadarifin9390,muhammadarifin9390,2,0,2,0,0,0,0,248,228,0.005674
Unknown-jy2hs,Unknown-jy2hs,1,0,1,0,0,0,0,248,228,0.002837
JasJus.88,JasJus.88,1,3,4,1,1,1,0,104,60,0.002837
dhega01,dhega01,0,1,1,2,0.571429,0.625,0,104,60,0
PalkorUye,PalkorUye,2,1,3,0,0,0,0,249,229,0.008176
jihadlulus1,jihadlulus1,0,2,2,1,1,1,0,249,229,0
PalkorUyeemang,PalkorUyeemang,1,0,1,0,0,0,0,249,229,0.002837
musiceverywhere1279,musiceverywhere1279,1,1,2,0,0,0,0,250,230,0.004088
KangGilingB,KangGilingB,1,1,2,2,0.666667,0.75,0,251,231,0.005608
diahmitawati5854,diahmitawati5854,2,3,5,1,1,1,0,251,231,0.009938
KangGilingBtanpa,KangGilingBtanpa,1,0,1,0,0,0,0,251,231,0.005608
aridonat2686,aridonat2686,2,3,5,1,1,1,0,72,276,0.009938
hendrianhartanto2504,hendrianhartanto2504,1,0,1,0,0,0,0,72,276,0.005608
muhammadwiryawanrukmana9541,muhammadwiryawanrukmana9541,0,2,2,1,1,1,0,252,232,0
ahmadryanbaehaqi5564,ahmadryanbaehaqi5564,1,0,1,0,0,0,0,252,232,0.002837
dpriandana468,dpriandana468,1,0,1,0,0,0,0,252,232,0.002837
ลýร,ลýร,0,4,4,1,1,1,0,21,233,0
Pandji,Pandji,1,0,1,0,0,0,0,21,233,0.002837
Mahfud,Mahfud,1,0,1,0,0,0,0,21,233,0.002837
Rocky,Rocky,1,0,1,0,0,0,0,21,233,0.002837
hanifhidayat39,hanifhidayat39,0,3,3,2,0.8,0.875,0,286,276,0
bahtiarRamadani-r6l,bahtiarRamadani-r6l,1,0,1,0,0,0,0,286,276,0.002837
Streetfoodjourney,Streetfoodjourney,1,1,2,1,1,1,0,286,276,0.002837
d.f.schanel2242,d.f.schanel2242,1,0,1,0,0,0,0,271,276,0.002837
kenirawadi4689,kenirawadi4689,0,8,8,1,1,1,0,271,276,0
rogerp6247,rogerp6247,1,0,1,0,0,0,0,271,276,0.002837
mohamiuchia5932,mohamiuchia5932,0,1,1,1,1,1,0,188,276,0
AnnisaFathammubina-g5x,AnnisaFathammubina-g5x,6,0,6,0,0,0,0,188,276,0.018061
rositawibawa3408,rositawibawa3408,0,1,1,1,1,1,0,188,276,0
mangtikin1060,mangtikin1060,0,1,1,1,1,1,0,188,276,0
jellyfishi_,jellyfishi_,0,3,3,2,0.8,0.875,0,188,276,0
kangmakar5113,kangmakar5113,1,1,2,1,1,1,0,188,276,0.002837
slowlivingindonesia2024,slowlivingindonesia2024,0,2,2,1,1,1,0,188,276,0
danang_svr,danang_svr,0,1,1,1,1,1,0,253,234,0
liatema1458,liatema1458,3,1,4,0,0,0,0,253,234,0.012264
davidcool80,davidcool80,0,1,1,1,1,1,0,253,234,0
phuanpwan,phuanpwan,0,4,4,1,1,1,0,271,276,0
dewanggafarid,dewanggafarid,27,0,27,0,0,0,0,271,276,0.079716
kumakun8201,kumakun8201,0,1,1,1,1,1,0,271,276,0
morisforal9199,morisforal9199,0,1,1,1,1,1,0,271,276,0
Diop-tr9bt,Diop-tr9bt,1,1,2,1,1,1,0,271,276,0.002837
akhsanarrazi7825,akhsanarrazi7825,0,1,1,1,1,1,0,271,276,0
elfzie406,elfzie406,0,1,1,1,1,1,0,271,276,0
Lanang_Jagad,Lanang_Jagad,0,2,2,1,1,1,0,271,276,0
BenKeae,BenKeae,0,1,1,1,1,1,0,271,276,0
kangcwy5131,kangcwy5131,0,4,4,2,0.75,0.833333,0,279,276,0
PengemarBerat-pd1cs,PengemarBerat-pd1cs,0,4,4,2,0.75,0.833333,0,271,276,0
putra-k5i6b,putra-k5i6b,0,1,1,1,1,1,0,271,276,0
EveAntoinette04,EveAntoinette04,0,6,6,1,1,1,0,293,276,0
megandylan5390,megandylan5390,0,1,1,1,1,1,0,271,276,0
dodowidodo2767,dodowidodo2767,0,2,2,1,1,1,0,271,276,0
morisforal9199Bawalah,morisforal9199Bawalah,1,0,1,0,0,0,0,271,276,0.002837
shafiqAfafnusaibah,shafiqAfafnusaibah,1,1,2,1,1,1,0,271,276,0.002837
Biyasa-m3i,Biyasa-m3i,0,1,1,1,1,1,0,271,276,0
phuanpwanbiasa,phuanpwanbiasa,1,0,1,0,0,0,0,271,276,0.002837
muamarfilter5955,muamarfilter5955,0,1,1,1,1,1,0,271,276,0
KimJong_Unnch,KimJong_Unnch,0,7,7,1,1,1,0,271,276,0
phuanpwanevaluasi,phuanpwanevaluasi,1,0,1,0,0,0,0,271,276,0.002837
megandylan5390Prabowo,megandylan5390Prabowo,1,0,1,0,0,0,0,271,276,0.002837
kumakun8201buat,kumakun8201buat,1,0,1,0,0,0,0,271,276,0.002837
Lookitdong,Lookitdong,0,1,1,1,1,1,0,271,276,0
elfzie406nah,elfzie406nah,1,0,1,0,0,0,0,271,276,0.002837
ucinkgerink-g6b,ucinkgerink-g6b,0,2,2,1,1,1,0,271,276,0
MalistaChristyternak,MalistaChristyternak,1,0,1,0,0,0,0,271,276,0.002837
harmoko777,harmoko777,0,3,3,1,1,1,0,271,276,0
KedaiWS29-z9i,KedaiWS29-z9i,0,1,1,1,1,1,0,271,276,0
KimJong_Unnchitulah,KimJong_Unnchitulah,1,0,1,0,0,0,0,271,276,0.002837
akhsanarrazi7825kalopun,akhsanarrazi7825kalopun,1,0,1,0,0,0,0,271,276,0.002837
phuanpwanyang,phuanpwanyang,1,0,1,0,0,0,0,271,276,0.002837
kenirawadi4689rakyat,kenirawadi4689rakyat,1,0,1,0,0,0,0,271,276,0.002837
KimJong_Unnchakar,KimJong_Unnchakar,1,0,1,0,0,0,0,271,276,0.002837
phuanpwanakar,phuanpwanakar,1,0,1,0,0,0,0,271,276,0.002837
phuanpwantuntutan,phuanpwantuntutan,1,0,1,0,0,0,0,271,276,0.002837
jodikurniawan3732,jodikurniawan3732,1,0,1,0,0,0,0,271,276,0.002837
SamsudinGrab,SamsudinGrab,4,0,4,0,0,0,0,233,276,0.020882
johnmathh-zonasitumorang9320,johnmathh-zonasitumorang9320,0,2,2,1,1,1,0,233,276,0
Alauddin-2025-graduatedya,Alauddin-2025-graduatedya,1,0,1,0,0,0,0,233,276,0.002837
Alauddin-2025-graduatedcieeee,Alauddin-2025-graduatedcieeee,1,0,1,0,0,0,0,110,276,0.002837
TRRSTRAL,TRRSTRAL,0,1,1,3,0.5,0.583333,0,286,276,0
Leyna_56,Leyna_56,1,2,3,2,0.75,0.833333,0,286,276,0.002837
atmojoragil,atmojoragil,0,1,1,1,1,1,0,254,235,0
putrasw1909,putrasw1909,1,0,1,0,0,0,0,254,235,0.002837
edisun_id,edisun_id,1,4,5,1,1,1,0.000002,150,276,0.012429
deathscent5972,deathscent5972,7,3,10,2,0.666667,0.75,0.000003,150,276,0.034146
rinaldypriawan5000,rinaldypriawan5000,0,2,2,3,0.5,0.611111,0,150,276,0
edisun_idskarang,edisun_idskarang,1,0,1,0,0,0,0,150,276,0.002837
S24Ultra-vn5vy,S24Ultra-vn5vy,1,3,4,3,0.533333,0.645833,0.000001,150,276,0.002837
rinaldypriawan5000iya,rinaldypriawan5000iya,1,0,1,0,0,0,0,150,276,0.005455
RollandGarros02,RollandGarros02,1,3,4,3,0.538462,0.666667,0.000001,150,276,0.002837
deathscent5972suharto-habibi,deathscent5972suharto-habibi,1,0,1,0,0,0,0,150,276,0.003875
ernaherlina8014,ernaherlina8014,0,1,1,3,0.454545,0.533333,0,150,276,0
ernaherlina8014nah,ernaherlina8014nah,2,0,2,0,0,0,0,150,276,0.017883
deathscent5972waktu,deathscent5972waktu,1,0,1,0,0,0,0,150,276,0.005455
NickyGibTheCat,NickyGibTheCat,0,2,2,3,0.5,0.611111,0,150,276,0
ernaherlina8014Lu,ernaherlina8014Lu,1,0,1,0,0,0,0,150,276,0.002837
succi_zacharia,succi_zacharia,1,0,1,0,0,0,0,286,276,0.002837
Catdoglovers-n3q,Catdoglovers-n3q,0,1,1,1,1,1,0,255,236,0
ibnurizky9688,ibnurizky9688,3,0,3,0,0,0,0,255,236,0.008511
Asep-y5y,Asep-y5y,0,1,1,1,1,1,0,255,236,0
yogisovian478,yogisovian478,0,1,1,1,1,1,0,255,236,0
Mamanglolc1,Mamanglolc1,0,2,2,1,1,1,0,256,237,0
AndriSanjaya97,AndriSanjaya97,1,0,1,0,0,0,0,256,237,0.002837
ThreeLved,ThreeLved,1,1,2,0,0,0,0,257,238,0.004088
incensan5461,incensan5461,1,1,2,0,0,0,0,258,239,0.004088
deniirawan7512,deniirawan7512,1,0,1,0,0,0,0,256,237,0.002837
Rahmat.Hidayatあ,Rahmat.Hidayatあ,1,0,1,0,0,0,0,271,276,0.002837
Gavinsupangat,Gavinsupangat,0,1,1,2,0.666667,0.75,0,259,240,0
duaka0281,duaka0281,2,2,4,1,1,1,0,259,240,0.008176
Gavinsupangatliat,Gavinsupangatliat,1,0,1,0,0,0,0,259,240,0.005339
Agraulos,Agraulos,1,1,2,0,0,0,0,260,241,0.004088
handoyo7331,handoyo7331,0,4,4,3,0.615385,0.729167,0,304,276,0
JayaSentosa-s2s,JayaSentosa-s2s,3,3,6,1,1,1,0,304,276,0.012264
handoyo7331Ok,handoyo7331Ok,1,0,1,0,0,0,0,304,276,0.00659
aubreysong,aubreysong,0,1,1,2,0.6,0.666667,0,304,276,0
electronicfanbase4093,electronicfanbase4093,1,1,2,1,1,1,0,261,242,0.005608
l96ai,l96ai,2,2,4,1,1,1,0,261,242,0.009938
leviharedim,leviharedim,1,0,1,0,0,0,0,271,276,0.002837
rizkiclothing1818,rizkiclothing1818,1,0,1,0,0,0,0,271,276,0.002837
juraganonline7281,juraganonline7281,0,1,1,1,1,1,0,262,243,0
faridaharto6316,faridaharto6316,1,0,1,0,0,0,0,262,243,0.002837
imamfaozi933,imamfaozi933,0,1,1,1,1,1,0,263,244,0
Mills2x,Mills2x,1,0,1,0,0,0,0,263,244,0.002837
IntinyaSehat,IntinyaSehat,0,9,9,5,0.407407,0.533838,0,233,276,0
fitrahsunaryo,fitrahsunaryo,1,0,1,0,0,0,0,233,276,0.002837
kingikky29,kingikky29,0,1,1,2,0.666667,0.75,0,264,245,0
wardaamabian,wardaamabian,2,2,4,1,1,1,0,264,245,0.008176
kingikky29terimakasih,kingikky29terimakasih,1,0,1,0,0,0,0,264,245,0.005339
alpianfahrudin3979,alpianfahrudin3979,4,1,5,1,1,1,0,150,276,0.011348
badongkucir,badongkucir,44,0,44,0,0,0,0,150,276,0.134365
dronecicak,dronecicak,0,1,1,1,1,1,0,150,276,0
iwayanpartama9241,iwayanpartama9241,0,2,2,1,1,1,0,150,276,0
alpianfahrudin3979anjing,alpianfahrudin3979anjing,1,0,1,0,0,0,0,150,276,0.002837
RachmatRL,RachmatRL,0,2,2,2,0.666667,0.75,0,286,276,0
BanurishmaTirta-x1l,BanurishmaTirta-x1l,0,1,1,1,1,1,0,150,276,0
shofafirdaus,shofafirdaus,0,1,1,1,1,1,0,150,276,0
aprilchannel1291,aprilchannel1291,0,2,2,1,1,1,0,150,276,0
NETCO5,NETCO5,0,1,1,1,1,1,0,150,276,0
dogbite13,dogbite13,0,1,1,1,1,1,0,150,276,0
telortoar4692,telortoar4692,0,1,1,1,1,1,0,150,276,0
AnggaSurya-v2h,AnggaSurya-v2h,0,1,1,1,1,1,0,150,276,0
ChristoM16,ChristoM16,0,1,1,1,1,1,0,150,276,0
KlipPolitik,KlipPolitik,0,1,1,1,1,1,0,150,276,0
ini.morghot,ini.morghot,0,1,1,1,1,1,0,150,276,0
MalehVanBuuren,MalehVanBuuren,0,1,1,1,1,1,0,150,276,0
LacksleyCastle,LacksleyCastle,0,1,1,1,1,1,0,150,276,0
ainunmadjid3645,ainunmadjid3645,1,2,3,1,1,1,0,150,276,0.003875
S24Ultra-vn5vysudah,S24Ultra-vn5vysudah,1,0,1,0,0,0,0,150,276,0.004064
dayyan.ramadhan,dayyan.ramadhan,0,1,1,1,1,1,0,150,276,0
Parlay-o4w,Parlay-o4w,0,1,1,1,1,1,0,150,276,0
maszae-h8x,maszae-h8x,0,2,2,1,1,1,0,150,276,0
NETCO5siapa,NETCO5siapa,1,0,1,0,0,0,0,150,276,0.002837
bambangwijanarko1981,bambangwijanarko1981,0,1,1,1,1,1,0,150,276,0
tyasprihatin7561,tyasprihatin7561,0,9,9,4,0.422414,0.505102,0,150,276,0
nuraman2994,nuraman2994,0,1,1,1,1,1,0,150,276,0
AndrianOwie,AndrianOwie,0,1,1,1,1,1,0,150,276,0
bigkahunaburger3416,bigkahunaburger3416,0,1,1,1,1,1,0,150,276,0
theakurnia6686,theakurnia6686,1,1,2,1,1,1,0,150,276,0.002837
Centrallaptop,Centrallaptop,0,2,2,1,1,1,0,150,276,0
bak4371,bak4371,1,1,2,1,1,1,0,150,276,0.002837
madametosca5155,madametosca5155,0,1,1,1,1,1,0,150,276,0
funvds5758,funvds5758,0,1,1,1,1,1,0,150,276,0
hujanalamdesaku,hujanalamdesaku,0,2,2,1,1,1,0,150,276,0
AriefSusanto-gx7se,AriefSusanto-gx7se,0,1,1,1,1,1,0,150,276,0
Richtelek,Richtelek,0,1,1,1,1,1,0,150,276,0
sampaihajisiregar9559,sampaihajisiregar9559,0,1,1,1,1,1,0,150,276,0
EL-SHADHAI,EL-SHADHAI,0,2,2,4,0.4,0.520833,0,150,276,0
ardianugrah2940,ardianugrah2940,0,1,1,1,1,1,0,150,276,0
SutartoTarto-d6z,SutartoTarto-d6z,0,1,1,1,1,1,0,150,276,0
DadangAbdurohim,DadangAbdurohim,0,2,2,1,1,1,0,150,276,0
jufri-75,jufri-75,0,1,1,1,1,1,0,150,276,0
hariman_sos818,hariman_sos818,0,1,1,1,1,1,0,265,246,0
Fredy,Fredy,1,0,1,0,0,0,0,265,246,0.002837
ImDewasrani,ImDewasrani,0,1,1,2,0.6,0.666667,0,266,247,0
sheptian69,sheptian69,2,3,5,1,1,1,0,266,247,0.008176
ImDewasranitolol,ImDewasranitolol,1,0,1,0,0,0,0,266,247,0.005339
ImDewasraniqt,ImDewasraniqt,1,0,1,0,0,0,0,266,247,0.005339
wahyudisaja9796,wahyudisaja9796,0,1,1,1,1,1,0,267,248,0
ItsMuhammadAzka,ItsMuhammadAzka,1,0,1,0,0,0,0,267,248,0.002837
nurburgringkid,nurburgringkid,3,4,7,2,0.75,0.833333,0.000001,279,276,0.008511
RaPy-rt7rh,RaPy-rt7rh,51,3,54,1,1,1,0.000014,279,276,0.232397
ilhamsaputra6599,ilhamsaputra6599,0,2,2,2,0.666667,0.75,0,279,276,0
nurburgringkidKalau,nurburgringkidKalau,1,0,1,0,0,0,0,279,276,0.002837
sekarmira4641,sekarmira4641,0,1,1,2,0.6,0.666667,0,279,276,0
superahmaddd10,superahmaddd10,0,3,3,2,0.714286,0.8,0,279,276,0
nurburgringkidlah,nurburgringkidlah,1,0,1,0,0,0,0,279,276,0.002837
hannyshko29,hannyshko29,0,2,2,2,0.666667,0.75,0,279,276,0
nurburgringkidgj,nurburgringkidgj,1,0,1,0,0,0,0,279,276,0.002837
rizfam2000,rizfam2000,3,4,7,2,0.666667,0.75,0.000002,279,276,0.008511
mukminritonga26,mukminritonga26,0,1,1,2,0.6,0.666667,0,279,276,0
superahmaddd10haha,superahmaddd10haha,1,0,1,0,0,0,0,279,276,0.005952
andiandrifasraaulan8573,andiandrifasraaulan8573,0,1,1,2,0.6,0.666667,0,279,276,0
montormaburjogja,montormaburjogja,0,1,1,2,0.6,0.666667,0,279,276,0
M.Abd.VanFaysa,M.Abd.VanFaysa,0,1,1,2,0.6,0.666667,0,279,276,0
danieltri9606,danieltri9606,0,1,1,2,0.6,0.666667,0,279,276,0
vinkosp,vinkosp,0,3,3,2,0.714286,0.8,0,279,276,0
grafisualdesign,grafisualdesign,0,2,2,2,0.666667,0.75,0,279,276,0
mukminritonga26dibayar,mukminritonga26dibayar,1,0,1,0,0,0,0,279,276,0.002837
Cecheng,Cecheng,0,7,7,3,0.512821,0.566667,0,233,276,0
rizfam2000nah,rizfam2000nah,1,0,1,0,0,0,0,279,276,0.070557
Karbit_173,Karbit_173,0,3,3,2,0.714286,0.8,0,279,276,0
Alauddin-2025-graduatednajisss,Alauddin-2025-graduatednajisss,1,0,1,0,0,0,0,279,276,0.002837
Karbit_173banget,Karbit_173banget,1,0,1,0,0,0,0,279,276,0.070557
ToniKingcyber,ToniKingcyber,0,1,1,2,0.6,0.666667,0,279,276,0
bowoari7133,bowoari7133,0,2,2,2,0.583333,0.642857,0,279,276,0
insidebathory7183,insidebathory7183,0,2,2,2,0.666667,0.75,0,279,276,0
nurburgringkidHalah,nurburgringkidHalah,1,0,1,0,0,0,0,279,276,0.002837
khadijahstore978,khadijahstore978,0,2,2,2,0.666667,0.75,0,279,276,0
rizfam2000betul,rizfam2000betul,1,0,1,0,0,0,0,279,276,0.002837
dwikibulin1744,dwikibulin1744,0,2,2,3,0.5,0.574074,0,279,276,0
gz007-k8y,gz007-k8y,0,2,2,2,0.666667,0.75,0,279,276,0
nurburgringkidYa,nurburgringkidYa,1,0,1,0,0,0,0,279,276,0.002837
YanwarSyam,YanwarSyam,0,1,1,2,0.6,0.666667,0,279,276,0
a.ariyan970,a.ariyan970,0,2,2,2,0.666667,0.75,0,279,276,0
nurburgringkidlu,nurburgringkidlu,1,0,1,0,0,0,0,279,276,0.002837
xylomorphene,xylomorphene,0,2,2,2,0.583333,0.642857,0,279,276,0
glng-11pola,glng-11pola,1,0,1,0,0,0,0,279,276,0.005952
yosefokristianus,yosefokristianus,0,1,1,2,0.6,0.666667,0,279,276,0
nurburgringkiddih,nurburgringkiddih,1,0,1,0,0,0,0,279,276,0.002837
rizfam2000pola,rizfam2000pola,1,0,1,0,0,0,0,240,276,0.002837
listarina876,listarina876,0,1,1,2,0.6,0.666667,0,279,276,0
hengkyirawan7289,hengkyirawan7289,0,1,1,2,0.6,0.666667,0,279,276,0
nurburgringkidgoblok,nurburgringkidgoblok,1,0,1,0,0,0,0,279,276,0.002837
Zheno24,Zheno24,0,2,2,2,0.666667,0.75,0,279,276,0
nurburgringkidgak,nurburgringkidgak,2,0,2,0,0,0,0,279,276,0.005674
spicynoodle101,spicynoodle101,0,2,2,2,0.666667,0.75,0,279,276,0
Zheno24videonya,Zheno24videonya,1,0,1,0,0,0,0,279,276,0.002837
izama09_,izama09_,0,1,1,2,0.6,0.666667,0,279,276,0
glng-11kl,glng-11kl,1,0,1,0,0,0,0,279,276,0.005952
nurfakih6522,nurfakih6522,0,1,1,2,0.6,0.666667,0,279,276,0
