Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,stat_inf_class,eigencentrality
alifianahila3415,alifianahila3415,0,2,2,3,0.571429,0.708333,0,233,276,0
vallerien5350,vallerien5350,0,2,2,1,1,1,0,233,276,0
alifianahila3415provokator,alifianahila3415provokator,1,0,1,0,0,0,0,233,276,0.002837
jokosandal2059,jokosandal2059,0,1,1,1,1,1,0,233,276,0
Niels-tb,Niels-tb,0,1,1,1,1,1,0,206,191,0
FAISAL,FAISAL,1,0,1,0,0,0,0,206,191,0.002837
AriTuesday,AriTuesday,0,1,1,2,0.666667,0.75,0,207,192,0
rudyhermawan2986,rudyhermawan2986,2,2,4,1,1,1,0,207,192,0.008176
AriTuesdayoooh,AriTuesdayoooh,1,0,1,0,0,0,0,207,192,0.005339
grimthereaperz,grimthereaperz,0,1,1,1,1,1,0,208,193,0
msofficial1993,msofficial1993,1,0,1,0,0,0,0,208,193,0.002837
tokofa493,tokofa493,1,0,1,0,0,0,0,304,276,0.002837
NH-Maple,NH-Maple,0,1,1,1,1,1,0,209,194,0
erikapriyanto1405,erikapriyanto1405,1,0,1,0,0,0,0,209,194,0.002837
abbangajjah9939,abbangajjah9939,0,2,2,2,0.6,0.666667,0,304,276,0
MainerBloom,MainerBloom,3,5,8,1,1,1,0.000001,304,276,0.012264
abbangajjah9939sabr,abbangajjah9939sabr,1,0,1,0,0,0,0,304,276,0.00659
Raja8ballkalau,Raja8ballkalau,1,0,1,0,0,0,0,304,276,0.00659
MainerBloomlah,MainerBloomlah,1,0,1,0,0,0,0,304,276,0.002837
Raja8ballwah,Raja8ballwah,1,0,1,0,0,0,0,304,276,0.00659
MainerBloomtetep,MainerBloomtetep,1,0,1,0,0,0,0,304,276,0.002837
Raja8ballmereka,Raja8ballmereka,1,0,1,0,0,0,0,304,276,0.00659
anggasr7248,anggasr7248,1,0,1,0,0,0,0,304,276,0.002837
Quesadilla-q3j,Quesadilla-q3j,0,2,2,2,0.666667,0.75,0,210,195,0
bayuaditama-f8y,bayuaditama-f8y,2,3,5,1,1,1,0,210,195,0.008176
Quesadilla-q3jtapi,Quesadilla-q3jtapi,1,0,1,0,0,0,0,210,195,0.005339
bayuaditama-f8ybang,bayuaditama-f8ybang,1,0,1,0,0,0,0,210,195,0.002837
Quesadilla-q3jgw,Quesadilla-q3jgw,1,0,1,0,0,0,0,210,195,0.005339
Mhafa0420,Mhafa0420,0,1,1,1,1,1,0,211,196,0
Rayjames-o8z,Rayjames-o8z,1,0,1,0,0,0,0,211,196,0.002837
paduka23,paduka23,0,2,2,1,1,1,0,212,197,0
Marya2271,Marya2271,1,0,1,0,0,0,0,212,197,0.002837
febriwirayanto6173,febriwirayanto6173,1,0,1,0,0,0,0,212,197,0.002837
shioaru2428,shioaru2428,1,1,2,0,0,0,0,213,198,0.004088
arsipsm,arsipsm,0,5,5,2,0.727273,0.8125,0,247,276,0
mamikabdurrahman4809,mamikabdurrahman4809,1,0,1,0,0,0,0,247,276,0.002837
ragilanas,ragilanas,0,3,3,2,0.636364,0.714286,0,304,276,0
mrgelon9946,mrgelon9946,2,3,5,1,1,1,0,304,276,0.008176
ragilanasgw,ragilanasgw,1,0,1,0,0,0,0,304,276,0.005339
mrgelon9946iya,mrgelon9946iya,1,0,1,0,0,0,0,304,276,0.002837
ragilanassetuju,ragilanassetuju,1,0,1,0,0,0,0,304,276,0.005339
ShyntaAdrilsyah-z9h,ShyntaAdrilsyah-z9h,0,1,1,1,1,1,0,214,199,0
all,all,1,0,1,0,0,0,0,214,199,0.002837
AiDiChrone,AiDiChrone,1,1,2,0,0,0,0,215,200,0.004088
rj4fun982,rj4fun982,2,2,4,1,1,1,0,247,276,0.008176
arsipsmkalau,arsipsmkalau,1,0,1,0,0,0,0,247,276,0.005339
Lara7403-j6p,Lara7403-j6p,0,1,1,1,1,1,0,216,201,0
fanojagarot1851,fanojagarot1851,1,0,1,0,0,0,0,216,201,0.002837
ditasukma7191,ditasukma7191,3,3,6,1,1,1,0,304,276,0.012264
ragilanasSURUHAN,ragilanasSURUHAN,1,0,1,0,0,0,0,304,276,0.002837
ragilanashmmm,ragilanashmmm,1,0,1,0,0,0,0,304,276,0.00659
criticaldamage-zt7hu,criticaldamage-zt7hu,2,2,4,1,1,1,0,247,276,0.008176
arsipsmpresiden,arsipsmpresiden,1,0,1,0,0,0,0,247,276,0.005339
YamahaScorpioZ,YamahaScorpioZ,1,0,1,0,0,0,0,247,276,0.002837
junita1534,junita1534,0,1,1,2,0.666667,0.75,0,247,276,0
selinzhafir5181,selinzhafir5181,6,2,8,1,1,1,0.000001,247,276,0.024529
SelakauSelindung,SelakauSelindung,0,1,1,2,0.666667,0.75,0,247,276,0
bluerider6089,bluerider6089,0,3,3,2,0.714286,0.8,0,247,276,0
dipanggil_ozl,dipanggil_ozl,0,1,1,2,0.666667,0.75,0,247,276,0
SelakauSelindungbisa,SelakauSelindungbisa,1,0,1,0,0,0,0,247,276,0.010343
AbdulRohim-r2x,AbdulRohim-r2x,0,1,1,2,0.666667,0.75,0,80,276,0
Itsnannn,Itsnannn,0,1,1,2,0.666667,0.75,0,217,202,0
Jadid-SCLI,Jadid-SCLI,2,2,4,1,1,1,0,217,202,0.008176
Itsnannnbisa,Itsnannnbisa,1,0,1,0,0,0,0,217,202,0.005339
abibmis,abibmis,2,2,4,1,1,1,0,304,276,0.008176
ronnygunawan7884,ronnygunawan7884,1,1,2,0,0,0,0,218,203,0.004088
saputra32721,saputra32721,0,1,1,1,1,1,0,219,204,0
RioTriSasmita,RioTriSasmita,1,0,1,0,0,0,0,219,204,0.002837
wahyufirmansyah2989,wahyufirmansyah2989,0,1,1,1,1,1,0,220,205,0
KesadaranQta,KesadaranQta,1,0,1,0,0,0,0,220,205,0.002837
durrazet97,durrazet97,0,1,1,1,1,1,0,221,206,0
gplmedia-x2b,gplmedia-x2b,2,0,2,0,0,0,0,221,206,0.005674
yokeweta935,yokeweta935,0,1,1,1,1,1,0,221,206,0
muhnandar2342,muhnandar2342,0,1,1,2,0.666667,0.75,0,235,276,0
bayuilham.6087,bayuilham.6087,4,2,6,1,1,1,0,235,276,0.017604
aatampan8497,aatampan8497,0,1,1,2,0.666667,0.75,0,235,276,0
aatampan8497respect,aatampan8497respect,1,0,1,0,0,0,0,235,276,0.008054
fadlydragneel6771,fadlydragneel6771,1,1,2,0,0,0,0,222,207,0.004088
UbayDillah-u8z,UbayDillah-u8z,1,1,2,0,0,0,0,223,208,0.004088
cmoomoo1137,cmoomoo1137,1,1,2,0,0,0,0,224,209,0.004088
ForUswetrust,ForUswetrust,1,1,2,0,0,0,0,225,210,0.004088
zuzanalimanto8249,zuzanalimanto8249,2,1,3,1,1,1,0,226,276,0.011608
mentari9519,mentari9519,105,0,105,0,0,0,0,226,276,0.345789
DaniHermantooid,DaniHermantooid,3,7,10,3,0.575,0.644928,0.000007,226,276,0.008511
bd_gaming1220,bd_gaming1220,0,3,3,4,0.390625,0.45,0,226,276,0
힐만94,힐만94,2,3,5,4,0.375,0.444444,0.000004,299,276,0.005674
Erikあ,Erikあ,0,3,3,2,0.571429,0.625,0,226,276,0
mroyra7263,mroyra7263,10,10,20,1,1,1,0.000015,226,276,0.033775
satriosu1906,satriosu1906,0,1,1,1,1,1,0,226,276,0
rizkyadiyanto7922,rizkyadiyanto7922,0,1,1,1,1,1,0,226,276,0
gozu8329,gozu8329,0,1,1,1,1,1,0,226,276,0
Erikあga,Erikあga,1,0,1,0,0,0,0,226,276,0.014186
DaniHermantooidsama,DaniHermantooidsama,1,0,1,0,0,0,0,226,276,0.014186
AlexPurba-t6v,AlexPurba-t6v,0,1,1,1,1,1,0,226,276,0
99worldz,99worldz,0,3,3,1,1,1,0,226,276,0
mroyra7263ada,mroyra7263ada,1,0,1,0,0,0,0,226,276,0.002837
satriosu1906wajar,satriosu1906wajar,1,0,1,0,0,0,0,226,276,0.002837
Malasmandi-j5m,Malasmandi-j5m,0,1,1,1,1,1,0,226,276,0
tegwyrdd5896,tegwyrdd5896,1,2,3,2,0.55,0.590909,0.000001,235,276,0.002837
RdN-c4m,RdN-c4m,0,2,2,1,1,1,0,226,276,0
mroyra7263cerdas,mroyra7263cerdas,1,0,1,0,0,0,0,226,276,0.002837
dondi2711ga,dondi2711ga,1,0,1,0,0,0,0,289,276,0.002837
dzakynfl_2401,dzakynfl_2401,0,3,3,1,1,1,0,226,276,0
mroyra7263bisa,mroyra7263bisa,1,0,1,0,0,0,0,226,276,0.002837
tegwyrdd5896nah,tegwyrdd5896nah,1,0,1,0,0,0,0,226,276,0.014186
roonhugcom2001,roonhugcom2001,0,6,6,3,0.564103,0.628788,0,226,276,0
dodisetiawan9063,dodisetiawan9063,0,1,1,1,1,1,0,226,276,0
ASMRLariPagi,ASMRLariPagi,1,1,2,1,1,1,0,226,276,0.002837
epriting794,epriting794,2,1,3,1,1,1,0,226,276,0.006713
rhezafirmansyah8075,rhezafirmansyah8075,1,2,3,1,1,1,0,226,276,0.002837
Anwarbridess,Anwarbridess,0,1,1,1,1,1,0,226,276,0
agngsndk1856,agngsndk1856,0,1,1,1,1,1,0,226,276,0
beneviolent9269,beneviolent9269,0,2,2,1,1,1,0,226,276,0
ASMRLariPagiNgapain,ASMRLariPagiNgapain,1,0,1,0,0,0,0,226,276,0.002837
jsjackkkk,jsjackkkk,0,2,2,1,1,1,0,226,276,0
rhezafirmansyah8075mulai,rhezafirmansyah8075mulai,1,0,1,0,0,0,0,226,276,0.002837
Slayy36,Slayy36,0,1,1,1,1,1,0,226,276,0
kiwcore5845,kiwcore5845,0,1,1,1,1,1,0,226,276,0
FadilFarco,FadilFarco,0,1,1,1,1,1,0,226,276,0
Aldiigm,Aldiigm,1,2,3,3,0.4,0.464286,0,226,276,0.004088
mdl508,mdl508,0,3,3,3,0.555556,0.633333,0,308,276,0
Erikあya,Erikあya,1,0,1,0,0,0,0,226,276,0.014186
mroyra7263Ya,mroyra7263Ya,1,0,1,0,0,0,0,226,276,0.002837
achmaddhika5810,achmaddhika5810,0,2,2,1,1,1,0,226,276,0
DaniHermantooidhoax,DaniHermantooidhoax,1,0,1,0,0,0,0,226,276,0.002837
KmYaSrNcIhGiGaEsR,KmYaSrNcIhGiGaEsR,0,2,2,1,1,1,0,226,276,0
mroyra72633,mroyra72633,1,0,1,0,0,0,0,226,276,0.002837
milk6-,milk6-,0,2,2,2,0.55,0.590909,0,226,276,0
Erikあsolusinya,Erikあsolusinya,1,0,1,0,0,0,0,226,276,0.014186
Test-mq8ih,Test-mq8ih,0,3,3,1,1,1,0,226,276,0
mroyra7263pengrusakan,mroyra7263pengrusakan,1,0,1,0,0,0,0,226,276,0.002837
mroyra7263dan,mroyra7263dan,1,0,1,0,0,0,0,226,276,0.002837
kanalkarja,kanalkarja,0,1,1,1,1,1,0,226,276,0
Test-mq8ihitu,Test-mq8ihitu,1,0,1,0,0,0,0,226,276,0.014186
yp08hys,yp08hys,0,2,2,1,1,1,0,226,276,0
mroyra7263itu,mroyra7263itu,1,0,1,0,0,0,0,226,276,0.002837
ferwintazen6144,ferwintazen6144,0,1,1,1,1,1,0,226,276,0
endangrusiana7815,endangrusiana7815,0,1,1,1,1,1,0,226,276,0
iqbalqinaldysolehidin3634,iqbalqinaldysolehidin3634,0,3,3,1,1,1,0,293,276,0
azkibaihaqi7295,azkibaihaqi7295,0,2,2,1,1,1,0,226,276,0
mroyra7263yg,mroyra7263yg,2,0,2,0,0,0,0,226,276,0.005674
iinab27,iinab27,0,1,1,1,1,1,0,226,276,0
mobihome1599,mobihome1599,0,1,1,1,1,1,0,226,276,0
2012perl,2012perl,0,1,1,1,1,1,0,226,276,0
babsaxs,babsaxs,0,1,1,1,1,1,0,226,276,0
aldydharmawan6798,aldydharmawan6798,0,2,2,1,1,1,0,226,276,0
mroyra7263DIA,mroyra7263DIA,1,0,1,0,0,0,0,226,276,0.002837
Bocah_Tua_Nakal_01,Bocah_Tua_Nakal_01,0,2,2,2,0.55,0.590909,0,226,276,0
RaynaAnindya-z1c9n,RaynaAnindya-z1c9n,0,2,2,1,1,1,0,226,276,0
muhammadrifai-od2rg,muhammadrifai-od2rg,1,1,2,1,1,1,0,226,276,0.002837
PetaKisah,PetaKisah,0,2,2,1,1,1,0,226,276,0
mroyra7263ikut,mroyra7263ikut,1,0,1,0,0,0,0,226,276,0.002837
muhammadrifai-od2rgya,muhammadrifai-od2rgya,1,0,1,0,0,0,0,235,276,0.003875
lanangrfl6478,lanangrfl6478,0,2,2,2,0.55,0.590909,0,226,276,0
lanangrfl6478lah,lanangrfl6478lah,1,0,1,0,0,0,0,226,276,0.014186
dondi2711fix,dondi2711fix,1,0,1,0,0,0,0,240,276,0.009443
badminkuy360,badminkuy360,0,2,2,1,1,1,0,226,276,0
tegwyrdd5896buzzer,tegwyrdd5896buzzer,1,0,1,0,0,0,0,226,276,0.002837
lukmanpermadi9284,lukmanpermadi9284,0,2,2,1,1,1,0,226,276,0
Erikあyg,Erikあyg,1,0,1,0,0,0,0,226,276,0.002837
mroyra7263dibilang,mroyra7263dibilang,1,0,1,0,0,0,0,226,276,0.002837
didinboo,didinboo,0,1,1,1,1,1,0,226,276,0
annag3091,annag3091,0,2,2,1,1,1,0,226,276,0
mroyra7263BUZZER,mroyra7263BUZZER,1,0,1,0,0,0,0,226,276,0.002837
RachmatHidayat-x1t,RachmatHidayat-x1t,0,2,2,2,0.55,0.590909,0,226,276,0
dzakynfl_2401katanya2,dzakynfl_2401katanya2,1,0,1,0,0,0,0,226,276,0.014186
glich88,glich88,0,3,3,1,1,1,0,226,276,0
mroyra7263Banyak,mroyra7263Banyak,1,0,1,0,0,0,0,226,276,0.002837
mroyra7263Sangat,mroyra7263Sangat,1,0,1,0,0,0,0,226,276,0.002837
reialv7590,reialv7590,0,2,2,1,1,1,0,226,276,0
HatersGonnaHate-t9p,HatersGonnaHate-t9p,0,1,1,1,1,1,0,226,276,0
erica-njz,erica-njz,0,4,4,1,1,1,0,235,276,0
mroyra7263bener,mroyra7263bener,1,0,1,0,0,0,0,240,276,0.003875
dondi2711yang,dondi2711yang,1,0,1,0,0,0,0,240,276,0.003875
khairulumam9359,khairulumam9359,0,2,2,1,1,1,0,226,276,0
mroyra7263inilah,mroyra7263inilah,1,0,1,0,0,0,0,226,276,0.002837
ybuzzgo8,ybuzzgo8,0,3,3,2,0.571429,0.625,0,226,276,0
ahmad.rrznn1,ahmad.rrznn1,0,1,1,1,1,1,0,226,276,0
namsihengker,namsihengker,0,2,2,1,1,1,0,226,276,0
mroyra7263brisik,mroyra7263brisik,1,0,1,0,0,0,0,226,276,0.002837
ybuzzgo8ha,ybuzzgo8ha,1,0,1,0,0,0,0,226,276,0.014186
mroyra7263satu,mroyra7263satu,1,0,1,0,0,0,0,226,276,0.002837
itsmegreaz,itsmegreaz,0,2,2,1,1,1,0,226,276,0
mroyra7263srius,mroyra7263srius,1,0,1,0,0,0,0,226,276,0.002837
tegwyrdd5896wkwk,tegwyrdd5896wkwk,2,0,2,0,0,0,0,226,276,0.005674
sorebarusan,sorebarusan,0,1,1,1,1,1,0,226,276,0
AzisIkhwan-l3r7m,AzisIkhwan-l3r7m,0,1,1,1,1,1,0,226,276,0
ryankaneki5984,ryankaneki5984,0,2,2,1,1,1,0,226,276,0
mroyra7263kasih,mroyra7263kasih,1,0,1,0,0,0,0,226,276,0.002837
hendrickyoung5359,hendrickyoung5359,0,2,2,4,0.380952,0.427083,0,226,276,0
AwgunturS,AwgunturS,0,2,2,1,1,1,0,226,276,0
DaniHermantooidcerdas,DaniHermantooidcerdas,1,0,1,0,0,0,0,226,276,0.002837
IwanYayay-x6s,IwanYayay-x6s,0,1,1,1,1,1,0,226,276,0
mantomanto8385,mantomanto8385,0,1,1,1,1,1,0,226,276,0
tottvchanelss6572,tottvchanelss6572,0,1,1,1,1,1,0,226,276,0
ramayooo1,ramayooo1,0,2,2,1,1,1,0,226,276,0
DaniHermantooidyakinn,DaniHermantooidyakinn,1,0,1,0,0,0,0,226,276,0.002837
atimpermana9087,atimpermana9087,0,1,1,1,1,1,0,226,276,0
indrakoa7927,indrakoa7927,0,1,1,1,1,1,0,226,276,0
jumadiawal8236,jumadiawal8236,0,1,1,1,1,1,0,226,276,0
nellyagustina249,nellyagustina249,0,1,1,1,1,1,0,226,276,0
Antizionis5,Antizionis5,0,1,1,1,1,1,0,226,276,0
Sobirin-mq5yv,Sobirin-mq5yv,0,1,1,1,1,1,0,226,276,0
jiwasraya6509,jiwasraya6509,0,1,1,1,1,1,0,226,276,0
RaNnElite,RaNnElite,0,2,2,5,0.285714,0.347727,0,299,276,0
AgungIndarto-jl6vc,AgungIndarto-jl6vc,0,1,1,1,1,1,0,226,276,0
tedypurnanto3374,tedypurnanto3374,0,2,2,1,1,1,0,226,276,0
ybuzzgo8..jelas,ybuzzgo8..jelas,1,0,1,0,0,0,0,226,276,0.002837
alvianstar9892,alvianstar9892,0,1,1,1,1,1,0,226,276,0
aguswiyanto4070,aguswiyanto4070,0,2,2,1,1,1,0,226,276,0
Test-mq8ihloe,Test-mq8ihloe,1,0,1,0,0,0,0,226,276,0.002837
MujibMuhammad-h8j,MujibMuhammad-h8j,0,1,1,1,1,1,0,136,123,0
PRIMALKING747,PRIMALKING747,0,1,1,1,1,1,0,227,211,0
singandsong2720,singandsong2720,1,0,1,0,0,0,0,227,211,0.002837
evanelbana438,evanelbana438,0,1,1,1,1,1,0,228,212,0
Pertkentang,Pertkentang,1,0,1,0,0,0,0,228,212,0.002837
friedrichnietzsche8339,friedrichnietzsche8339,0,1,1,1,1,1,0,229,213,0
kennyfathurrahman8005,kennyfathurrahman8005,1,0,1,0,0,0,0,229,213,0.002837
irfanknickyd9360,irfanknickyd9360,1,1,2,1,1,1,0,230,214,0.002837
guesswhat8327,guesswhat8327,6,0,6,0,0,0,0,230,214,0.018061
myhoneyboo2547,myhoneyboo2547,0,1,1,1,1,1,0,230,214,0
irawan1401,irawan1401,0,2,2,1,1,1,0,230,214,0
myhoneyboo2547info,myhoneyboo2547info,1,0,1,0,0,0,0,230,214,0.002837
natalinegloriana3430,natalinegloriana3430,0,2,2,1,1,1,0,230,214,0
uwane.,uwane.,0,2,2,1,1,1,0,230,214,0
myhoneyboo2547liat,myhoneyboo2547liat,1,0,1,0,0,0,0,230,214,0.002837
db3035,db3035,0,1,1,1,1,1,0,230,214,0
HendriAntomy,HendriAntomy,1,1,2,0,0,0,0,231,215,0.004088
Ilham3101,Ilham3101,0,1,1,1,1,1,0,232,216,0
ahmadmustofa5204,ahmadmustofa5204,1,0,1,0,0,0,0,232,216,0.002837
khairul0901,khairul0901,3,3,6,2,0.714286,0.8,0.000001,247,276,0.008511
ArisTriyanto,ArisTriyanto,12,2,14,1,1,1,0.000003,233,276,0.068399
ANDISetyawan-q9d,ANDISetyawan-q9d,0,1,1,2,0.666667,0.75,0,233,276,0
Alauddin-2025-graduated,Alauddin-2025-graduated,9,16,25,2,0.735294,0.82,0.000024,233,276,0.026572
bayuadi9148,bayuadi9148,0,1,1,2,0.666667,0.75,0,233,276,0
brianrooney213,brianrooney213,0,8,8,5,0.4,0.519271,0,286,276,0
ronaananda2121,ronaananda2121,0,1,1,2,0.666667,0.75,0,233,276,0
BambangSubiyanto-y2l,BambangSubiyanto-y2l,0,1,1,2,0.666667,0.75,0,233,276,0
brianrooney213ok.,brianrooney213ok.,1,0,1,0,0,0,0,233,276,0.021027
rantygaming4552,rantygaming4552,0,20,20,3,0.61194,0.723577,0,233,276,0
bhixloey8201,bhixloey8201,0,1,1,2,0.666667,0.75,0,233,276,0
lazzonoe,lazzonoe,0,1,1,2,0.666667,0.75,0,233,276,0
ilhamn4095,ilhamn4095,26,0,26,0,0,0,0,235,276,0.121859
TikaRafazika-k4k,TikaRafazika-k4k,1,2,3,1,1,1,0,235,276,0.002837
arisnation5582,arisnation5582,0,2,2,2,0.75,0.833333,0,235,276,0
dedeyusuf223,dedeyusuf223,29,14,43,2,0.888889,0.9375,0.000064,293,276,0.091889
SageJozearung2,SageJozearung2,1,0,1,0,0,0,0,235,276,0.002837
yatokechannel697,yatokechannel697,0,1,1,1,1,1,0,235,276,0
husnulkhatimah1682,husnulkhatimah1682,0,2,2,1,1,1,0,235,276,0
dedeyusuf223anak,dedeyusuf223anak,1,0,1,0,0,0,0,235,276,0.002837
lacakchanel932,lacakchanel932,0,2,2,1,1,1,0,235,276,0
SageJozberarti,SageJozberarti,1,0,1,0,0,0,0,235,276,0.002837
bintangsaloka8350,bintangsaloka8350,0,2,2,1,1,1,0,235,276,0
SageJozintinya,SageJozintinya,1,0,1,0,0,0,0,235,276,0.002837
ArifArdi-gm2ch,ArifArdi-gm2ch,0,2,2,1,1,1,0,235,276,0
Buruhtani-i5mselama,Buruhtani-i5mselama,1,0,1,0,0,0,0,235,276,0.002837
SageJozdemo,SageJozdemo,2,0,2,0,0,0,0,235,276,0.005674
kwangja1340,kwangja1340,0,2,2,1,1,1,0,235,276,0
SageJozganeng,SageJozganeng,1,0,1,0,0,0,0,235,276,0.002837
SageJozcairr,SageJozcairr,1,0,1,0,0,0,0,235,276,0.002837
arrumsrirahayu1162,arrumsrirahayu1162,0,2,2,1,1,1,0,235,276,0
SageJoziya,SageJoziya,1,0,1,0,0,0,0,235,276,0.002837
andurindis2835,andurindis2835,0,1,1,1,1,1,0,235,276,0
nuryantogubug2090,nuryantogubug2090,0,1,1,1,1,1,0,235,276,0
rinirr68,rinirr68,0,2,2,1,1,1,0,289,276,0
amwaranwar6759,amwaranwar6759,1,0,1,0,0,0,0,289,276,0.002837
riosandisandi817,riosandisandi817,0,1,1,1,1,1,0,304,276,0
remaharoti,remaharoti,3,0,3,0,0,0,0,304,276,0.00955
Rico-7071,Rico-7071,13,2,15,1,1,1,0.000006,233,276,0.103926
SuryaPratama-cq5nr,SuryaPratama-cq5nr,0,2,2,2,0.75,0.833333,0,233,276,0
Alauddin-2025-graduatedpresiden,Alauddin-2025-graduatedpresiden,1,0,1,0,0,0,0,233,276,0.002837
FLOWTRU,FLOWTRU,0,2,2,3,0.448276,0.487179,0,233,276,0
NuyakKayun-r9s,NuyakKayun-r9s,0,2,2,2,0.75,0.833333,0,233,276,0
winatas,winatas,0,2,2,3,0.448276,0.487179,0,233,276,0
NuyakKayun-r9sbetul,NuyakKayun-r9sbetul,1,0,1,0,0,0,0,233,276,0.027616
baby_starX,baby_starX,0,2,2,2,0.75,0.833333,0,233,276,0
Alauddin-2025-graduateddefinisi,Alauddin-2025-graduateddefinisi,1,0,1,0,0,0,0,233,276,0.002837
rafifahnafajipamungkas5421,rafifahnafajipamungkas5421,0,2,2,2,0.75,0.833333,0,233,276,0
Alauddin-2025-graduatedbrisik,Alauddin-2025-graduatedbrisik,1,0,1,0,0,0,0,233,276,0.002837
zerodofin936,zerodofin936,0,1,1,2,0.666667,0.75,0,233,276,0
cattleyaarsyila5857,cattleyaarsyila5857,0,1,1,2,0.666667,0.75,0,233,276,0
AgusNurwahyono,AgusNurwahyono,0,1,1,1,1,1,0,234,217,0
DwiAdiSetia,DwiAdiSetia,1,0,1,0,0,0,0,234,217,0.002837
alvinariefandi211,alvinariefandi211,1,3,4,2,0.8,0.875,0.000001,304,276,0.004088
RFai28,RFai28,7,0,7,0,0,0,0,304,276,0.027366
Killz67,Killz67,1,2,3,4,0.421053,0.53125,0,304,276,0.004088
ningiskandar4012,ningiskandar4012,1,2,3,1,1,1,0,304,276,0.004088
dhamar2418,dhamar2418,0,1,1,1,1,1,0,304,276,0
galansf1181,galansf1181,0,1,1,1,1,1,0,304,276,0
iGENIUSiGENIUS,iGENIUSiGENIUS,1,4,5,3,0.615385,0.729167,0.000001,304,276,0.004088
iGENIUSiGENIUSOh...jadi,iGENIUSiGENIUSOh...jadi,1,0,1,0,0,0,0,304,276,0.004088
Sari696,Sari696,0,1,1,1,1,1,0,286,276,0
rakaadityapermana3013,rakaadityapermana3013,5,0,5,0,0,0,0,286,276,0.016262
HT-HTdijalan,HT-HTdijalan,0,1,1,1,1,1,0,286,276,0
semangatsemangat9929,semangatsemangat9929,1,1,2,1,1,1,0,286,276,0.002837
AGAdministrator,AGAdministrator,0,3,3,5,0.347826,0.421528,0,286,276,0
semangatsemangat9929masih,semangatsemangat9929masih,1,0,1,0,0,0,0,235,276,0.003875
the_88_kick56,the_88_kick56,0,1,1,1,1,1,0,236,218,0
TristanTan-n5k,TristanTan-n5k,1,0,1,0,0,0,0,236,218,0.002837
AbdiPelangi,AbdiPelangi,0,2,2,1,1,1,0,289,276,0
blindspot9595,blindspot9595,4,0,4,0,0,0,0,289,276,0.012387
Bekugin,Bekugin,0,1,1,1,1,1,0,289,276,0
muhammadsolikin5126,muhammadsolikin5126,1,2,3,1,1,1,0,289,276,0.002837
AbdiPelangiwkwkw,AbdiPelangiwkwkw,1,0,1,0,0,0,0,289,276,0.003875
fabiyanekalutfiansah6153,fabiyanekalutfiansah6153,0,4,4,2,0.833333,0.9,0,289,276,0
muhammadsolikin5126elu,muhammadsolikin5126elu,1,0,1,0,0,0,0,289,276,0.002837
SLethrine,SLethrine,0,1,1,1,1,1,0,237,219,0
burhanuddinamin8069,burhanuddinamin8069,1,0,1,0,0,0,0,237,219,0.002837
pejuang-solder,pejuang-solder,0,1,1,1,1,1,0,238,220,0
humalapangaribuan3554,humalapangaribuan3554,1,0,1,0,0,0,0,238,220,0.002837
wahidhasyim3806,wahidhasyim3806,1,0,1,0,0,0,0,110,276,0.002837
rastafa4115,rastafa4115,0,1,1,1,1,1,0,239,221,0
endyabadi4445,endyabadi4445,1,0,1,0,0,0,0,239,221,0.002837
user-qw3ir9nl5q,user-qw3ir9nl5q,1,9,10,1,1,1,0.000001,240,276,0.005608
bmzpro5990,bmzpro5990,1,0,1,0,0,0,0,240,276,0.00433
Itzedow,Itzedow,4,0,4,0,0,0,0,289,276,0.011348
myzatanna9768,myzatanna9768,0,1,1,1,1,1,0,289,276,0
bravo.croot1891,bravo.croot1891,0,1,1,1,1,1,0,289,276,0
wongalus9331,wongalus9331,0,2,2,1,1,1,0,289,276,0
ahaf1605,ahaf1605,0,2,2,1,1,1,0,286,276,0
17.mohammadfikridarmansyah31,17.mohammadfikridarmansyah31,1,0,1,0,0,0,0,286,276,0.002837
iyanmulyani7931,iyanmulyani7931,5,0,5,0,0,0,0,233,276,0.023719
AndreKajae-gb9ft,AndreKajae-gb9ft,0,2,2,1,1,1,0,233,276,0
Alauddin-2025-graduatedBuzzerrp,Alauddin-2025-graduatedBuzzerrp,1,0,1,0,0,0,0,233,276,0.002837
ElyaidnesaDewi,ElyaidnesaDewi,0,5,5,2,0.777778,0.857143,0,279,276,0
AndreKajae-gb9ftbaru,AndreKajae-gb9ftbaru,1,0,1,0,0,0,0,279,276,0.002837
Ham_stermut,Ham_stermut,0,2,2,1,1,1,0,233,276,0
Alauddin-2025-graduatedteruskan,Alauddin-2025-graduatedteruskan,1,0,1,0,0,0,0,233,276,0.002837
pegawaifotocopy834,pegawaifotocopy834,34,0,34,0,0,0,0,240,276,0.118247
asrulsyarifpenciptalagu1743,asrulsyarifpenciptalagu1743,0,1,1,1,1,1,0,240,276,0
thoriqkemal3672,thoriqkemal3672,0,1,1,1,1,1,0,240,276,0
yohanzanggyx7559,yohanzanggyx7559,2,1,3,1,1,1,0,240,276,0.005674
rizkigendon318,rizkigendon318,0,1,1,1,1,1,0,240,276,0
friedrice109,friedrice109,0,1,1,1,1,1,0,240,276,0
wesleysitungkir3001,wesleysitungkir3001,0,1,1,1,1,1,0,240,276,0
suhardiliao,suhardiliao,0,2,2,1,1,1,0,240,276,0
glng-11,glng-11,0,6,6,3,0.583333,0.690476,0,240,276,0
